BTC,LTC,DCOILWTICO,DHHNGSP,GOLDPMGBD228NLBM,DTWEXB,DEXUSEU,DEXUSUK,DEXCHUS,T10YIE,DAAA,DTB1YR,T5YIE,DJIA,SP500,VIXCLS,OVXCLS,GVZCLS,VXNCLS,VXSLVCLS,VXGSCLS,EVZCLS,VXFXICLS,VXEWZCLS,NIKKEI225,y
0.22367066282959416,0.1414132930175262,0.29136562833116186,0.19669669669669665,0.5361438609027034,0.691482969314384,0.37471846846846857,0.2009114325341783,0.6680104597951635,0.5714285714285716,0.2774193548387096,0.6212121212121212,0.6923076923076923,0.678742844239639,0.7531890012155906,0.0015822784810126111,0.18535753063440358,0.08181063122923593,0.07873774509803921,0.07126877596676262,0.18973471741637826,0.2644787644787644,0.07919649041791732,0.2010224575497535,0.7006885142870354,1
0.22589687893952307,0.14267316199115293,0.27419163804334956,0.21621621621621623,0.505894962486602,0.6987003341997768,0.382038288288288,0.18723994452149784,0.6680104597951635,0.5798319327731094,0.29032258064516103,0.6212121212121212,0.7264957264957266,0.6785989972526898,0.751080952161135,0.01613924050632909,0.2030401737242128,0.08720930232558138,0.09252450980392157,0.058165548098433995,0.1940599769319492,0.2509652509652509,0.09166474255368268,0.2242103341245208,0.7060101363414126,1
0.24696244887972502,0.13718573268380088,0.27703422953926327,0.2072072072072072,0.5462665237584852,0.6987003341997768,0.382038288288288,0.18723994452149784,0.6680104597951635,0.5798319327731094,0.29032258064516103,0.6212121212121212,0.7264957264957266,0.6775452344413175,0.74754189170475,0.037658227848101244,0.19885217930820537,0.10506644518272429,0.11427696078431371,0.08405241291147336,0.23529411764705876,0.27606177606177607,0.08727776495035788,0.25762278619682316,0.7060101363414126,1
0.2474859246961399,0.13875356962875862,0.29302380670377826,0.21021021021021025,0.5763963320233416,0.6791884684198086,0.4023085585585582,0.21735684565088143,0.5785574199171943,0.588235294117647,0.2774193548387096,0.6616161616161615,0.7008547008547008,0.6833668558143038,0.7520888150302358,0.029746835443037967,0.18675352877307272,0.11586378737541536,0.12193627450980388,0.12176414189837015,0.21482122260668968,0.31177606177606176,0.07065342876933728,0.21015154281541,0.7173811968212405,1
0.24982187645865722,0.1392295201299065,0.2974061352599786,0.21021021021021025,0.5712754555198285,0.6798163589103066,0.4144144144144146,0.21636615811373083,0.5957724994552205,0.5966386554621848,0.2709677419354839,0.6515151515151516,0.7008547008547008,0.6868969612324007,0.7556278754866208,0.0224683544303797,0.18504730882581044,0.11212624584717612,0.11580882352941174,0.12048577820389916,0.24596309111880044,0.3214285714285714,0.060263218656199435,0.19883147708599597,0.7223269231263223,1
0.2823976137483546,0.16504283554510332,0.2892336847092265,0.21921921921921922,0.5736572585447184,0.6800661648043747,0.41244369369369416,0.20923320784624488,0.5941381564611037,0.5966386554621848,0.25806451612903203,0.6565656565656565,0.7350427350427351,0.6842307740556905,0.7523119297111818,0.0243670886075949,0.17605087637660932,0.09925249169435219,0.12316176470588236,0.12048577820389916,0.24884659746251436,0.31949806949806947,0.0604941122142692,0.19864889538068292,0.7286161128269502,1
0.29291438466389125,0.16313903354051182,0.29894587232026526,0.22522522522522526,0.595927116827438,0.6785504506633355,0.411599099099099,0.2349910838121656,0.5865112224885607,0.5630252100840336,0.23225806451612874,0.6464646464646465,0.6666666666666667,0.6867991118284877,0.7540352982812477,0.014873417721518956,0.17418954552505045,0.09676079734219273,0.11213235294117646,0.12048577820389916,0.2125144175317185,0.2847490347490347,0.054721773262525975,0.16815775059339055,0.7457805916205216,1
0.29702973416144374,0.1776695223696736,0.3040388487504442,0.2072072072072072,0.6047397880195304,0.6883266380852717,0.40399774774774766,0.23122647117099282,0.5974068424493364,0.5546218487394958,0.2451612903225806,0.6565656565656565,0.6239316239316239,0.6939279008793902,0.7574743418116912,0.0243670886075949,0.18334108887854816,0.11212624584717612,0.12806372549019607,0.07254713966123372,0.17820069204152245,0.277027027027027,0.058416070191641634,0.1814862150812489,0.7543756748356205,0
0.290724922121815,0.16327901898202588,0.3041572900627738,0.20870870870870867,0.560557341907824,0.7018634169395401,0.3882319819819817,0.21081830790568645,0.6339071693179363,0.5378151260504203,0.23225806451612874,0.6515151515151516,0.6495726495726495,0.6973133229908464,0.7587976426779919,0.03702531645569618,0.17636109818520246,0.09177740863787381,0.1253063725490196,0.050175775007989754,0.12889273356401376,0.277027027027027,0.05541445393673511,0.16505386160306745,0.761273661524287,0
0.2899467965852785,0.16677865501987796,0.3062892336847092,0.19819819819819823,0.5497201381445755,0.6958005603753836,0.394144144144144,0.21101644541311648,0.6371758553061682,0.5546218487394958,0.25806451612903203,0.6565656565656565,0.6495726495726495,0.7107078191709562,0.7602594285186726,0.029430379746835433,0.1847370870172173,0.1017441860465117,0.12285539215686275,0.054969638862256365,0.08535178777393315,0.2712355212355212,0.05033479565920107,0.17107905787840055,0.7635795550387583,1
